Rank Number,Protein Name,C1,C2,C3,c,MAX,SUM
1753,>sp|P39940|RSP5_YEAST E3 ubiquitin-protein ligase RSP5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RSP5 PE=1 SV=1,NaN,NaN,1,0,1,1
1754,>sp|P39976|DLD3_YEAST D-2-hydroxyglutarate--pyruvate transhydrogenase DLD3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DLD3 PE=1 SV=1,1,NaN,NaN,0,1,1
1755,>sp|P40013|BIM1_YEAST Protein BIM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BIM1 PE=1 SV=1,NaN,NaN,1,0,1,1
1756,>sp|P40016|RPN3_YEAST 26S proteasome regulatory subunit RPN3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPN3 PE=1 SV=5,1,NaN,NaN,0,1,1
1757,>sp|P40036|GIP2_YEAST GLC7-interacting protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GIP2 PE=1 SV=1,NaN,NaN,1,0,1,1
1758,>sp|P40050|MRX1_YEAST MIOREX complex component 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MRX1 PE=1 SV=1,NaN,NaN,1,0,1,1
1759,>sp|P40056|GET2_YEAST Golgi to ER traffic protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GET2 PE=1 SV=2,1,NaN,NaN,0,1,1
1760,>sp|P40079|LCP5_YEAST U3 small nucleolar ribonucleoprotein protein LCP5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LCP5 PE=1 SV=1,NaN,NaN,1,0,1,1
1761,>sp|P40340|TBP7_YEAST Tat-binding homolog 7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YTA7 PE=1 SV=2,1,NaN,NaN,0,1,1
1762,>sp|P40485|SLM1_YEAST Phosphatidylinositol 4-5-bisphosphate-binding protein SLM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SLM1 PE=1 SV=1,1,NaN,NaN,0,1,1
1763,>sp|P40507|AIR1_YEAST Protein AIR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AIR1 PE=1 SV=1,NaN,1,NaN,0,1,1
1764,>sp|P40557|EPS1_YEAST ER-retained PMA1-suppressing protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=EPS1 PE=1 SV=1,NaN,NaN,1,0,1,1
1765,>sp|P41810|COPB_YEAST Coatomer subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC26 PE=1 SV=2,NaN,1,NaN,0,1,1
1766,>sp|P41911|GPD2_YEAST Glycerol-3-phosphate dehydrogenase [NAD(+)] 2- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GPD2 PE=1 SV=2,1,NaN,NaN,0,1,1
1767,>sp|P42845|STB1_YEAST Protein STB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=STB1 PE=1 SV=2,1,NaN,NaN,0,1,1
1768,>sp|P42938|TDA10_YEAST Probable ATP-dependent kinase TDA10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TDA10 PE=1 SV=1,NaN,NaN,1,0,1,1
1769,>sp|P42941|SERB_YEAST Phosphoserine phosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SER2 PE=1 SV=1,NaN,1,NaN,0,1,1
1770,>sp|P42942|YG4I_YEAST Uncharacterized GTP-binding protein YGR210C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YGR210C PE=1 SV=1,NaN,NaN,1,0,1,1
1771,>sp|P43587|YPI1_YEAST Type 1 phosphatases regulator YPI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPI1 PE=1 SV=1,NaN,NaN,1,0,1,1
1772,>sp|P43619|NADC_YEAST Nicotinate-nucleotide pyrophosphorylase [carboxylating] OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BNA6 PE=1 SV=1,NaN,NaN,1,0,1,1
1773,>sp|P45978|SCD6_YEAST Protein SCD6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SCD6 PE=1 SV=1,1,NaN,NaN,0,1,1
1774,>sp|P47089|DENR_YEAST Translation machinery-associated protein 22 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TMA22 PE=1 SV=1,NaN,1,NaN,0,1,1
1775,>sp|P47117|ARP3_YEAST Actin-related protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARP3 PE=1 SV=1,1,NaN,NaN,0,1,1
1776,>sp|P47158|CAF17_YEAST Putative transferase CAF17- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IBA57 PE=1 SV=1,NaN,NaN,1,0,1,1
1777,>sp|P48015|GCST_YEAST Aminomethyltransferase- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GCV1 PE=1 SV=2,1,NaN,NaN,0,1,1
1778,>sp|P49956|CTF18_YEAST Chromosome transmission fidelity protein 18 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CTF18 PE=1 SV=1,NaN,1,NaN,0,1,1
1779,>sp|P50105|TAF4_YEAST Transcription initiation factor TFIID subunit 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TAF4 PE=1 SV=1,NaN,NaN,1,0,1,1
1780,>sp|P50107|LGUL_YEAST Lactoylglutathione lyase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GLO1 PE=1 SV=1,NaN,NaN,1,0,1,1
1781,>sp|P50861|RIB4_YEAST 6-7-dimethyl-8-ribityllumazine synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RIB4 PE=1 SV=2,NaN,NaN,1,0,1,1
1782,>sp|P51534|SHE4_YEAST SWI5-dependent HO expression protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SHE4 PE=1 SV=2,NaN,NaN,1,0,1,1
1783,>sp|P53179|PALF_YEAST pH-response regulator protein palF/RIM8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RIM8 PE=1 SV=2,NaN,1,NaN,0,1,1
1784,>sp|P53183|YGD9_YEAST Putative uncharacterized oxidoreductase YGL039W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YGL039W PE=1 SV=1,1,NaN,NaN,0,1,1
1785,>sp|P53207|SNU71_YEAST U1 small nuclear ribonucleoprotein component SNU71 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SNU71 PE=1 SV=1,1,NaN,NaN,0,1,1
1786,>sp|P53235|EIF2A_YEAST Eukaryotic translation initiation factor 2A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YGR054W PE=1 SV=1,NaN,1,NaN,0,1,1
1787,>sp|P53255|DRN1_YEAST CWF19-like protein DRN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DRN1 PE=1 SV=1,1,NaN,NaN,0,1,1
1788,>sp|P53275|YG37_YEAST Uncharacterized protein YGR127W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YGR127W PE=1 SV=1,1,NaN,NaN,0,1,1
1789,>sp|P53731|ARPC2_YEAST Actin-related protein 2/3 complex subunit 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARC35 PE=1 SV=1,NaN,NaN,1,0,1,1
1790,>sp|P53824|SNZ2_YEAST Probable pyridoxal 5'-phosphate synthase subunit SNZ2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SNZ2 PE=1 SV=1,NaN,NaN,1,0,1,1
1791,>sp|P53952|YNF0_YEAST Uncharacterized protein YNL050C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YNL050C PE=4 SV=1,NaN,1,NaN,0,1,1
1792,>sp|P53981|YNB0_YEAST Uncharacterized phosphatase YNL010W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YNL010W PE=1 SV=1,NaN,NaN,1,0,1,1
1793,>sp|P54000|SUB1_YEAST RNA polymerase II transcriptional coactivator SUB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SUB1 PE=1 SV=1,1,NaN,NaN,0,1,1
1794,>sp|Q02208|TOF2_YEAST Topoisomerase 1-associated factor 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TOF2 PE=1 SV=1,NaN,1,NaN,0,1,1
1795,>sp|Q02754|YP067_YEAST Uncharacterized protein YPL067C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPL067C PE=1 SV=1,NaN,1,NaN,0,1,1
1796,>sp|Q03213|HOT1_YEAST High-osmolarity-induced transcription protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HOT1 PE=1 SV=1,NaN,NaN,1,0,1,1
1797,>sp|Q03525|TMA23_YEAST Protein TMA23 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TMA23 PE=1 SV=2,NaN,1,NaN,0,1,1
1798,>sp|Q03653|EFR3_YEAST Protein EFR3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=EFR3 PE=1 SV=1,1,NaN,NaN,0,1,1
1799,>sp|Q03687|YMP0_YEAST Uncharacterized membrane protein YMR010W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YMR010W PE=1 SV=1,NaN,1,NaN,0,1,1
1800,>sp|Q04089|DOT1_YEAST Histone-lysine N-methyltransferase- H3 lysine-79 specific OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DOT1 PE=1 SV=1,NaN,NaN,1,0,1,1
1801,>sp|Q04212|ARA2_YEAST D-arabinose 1-dehydrogenase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARA2 PE=1 SV=1,1,NaN,NaN,0,1,1
1802,>sp|Q04706|YM11A_YEAST Transposon Ty1-ML1 Gag polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY1A-ML1 PE=2 SV=1,NaN,1,NaN,0,1,1
1803,>sp|Q04711|YM11B_YEAST Transposon Ty1-ML1 Gag-Pol polyprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TY1B-ML1 PE=3 SV=2,1,NaN,NaN,0,1,1
1804,>sp|Q04767|TVP18_YEAST Golgi apparatus membrane protein TVP18 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TVP18 PE=1 SV=1,NaN,NaN,1,0,1,1
1805,>sp|Q04934|IVY1_YEAST Protein IVY1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IVY1 PE=1 SV=1,1,NaN,NaN,0,1,1
1806,>sp|Q04991|FMP42_YEAST Protein FMP42 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FMP42 PE=1 SV=1,NaN,NaN,1,0,1,1
1807,>sp|Q05854|YL278_YEAST Uncharacterized transcriptional regulatory protein YLR278C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YLR278C PE=1 SV=1,NaN,NaN,1,0,1,1
1808,>sp|Q05867|YL283_YEAST Uncharacterized protein YLR283W- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YLR283W PE=1 SV=1,NaN,1,NaN,0,1,1
1809,>sp|Q05911|PUR8_YEAST Adenylosuccinate lyase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ADE13 PE=1 SV=1,NaN,1,NaN,0,1,1
1810,>sp|Q06144|ORM2_YEAST Protein ORM2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ORM2 PE=1 SV=1,NaN,1,NaN,0,1,1
1811,>sp|Q06169|PEX30_YEAST Peroxisomal membrane protein PEX30 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEX30 PE=1 SV=1,1,NaN,NaN,0,1,1
1812,>sp|Q06321|ATG26_YEAST Sterol 3-beta-glucosyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ATG26 PE=1 SV=1,NaN,NaN,1,0,1,1
1813,>sp|Q06494|PLR1_YEAST Putative pyridoxal reductase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPR127W PE=1 SV=1,NaN,1,NaN,0,1,1
1814,>sp|Q06698|YL419_YEAST Putative ATP-dependent RNA helicase YLR419W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YLR419W PE=1 SV=1,1,NaN,NaN,0,1,1
1815,>sp|Q07872|ENT4_YEAST Epsin-4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ENT4 PE=1 SV=1,1,NaN,NaN,0,1,1
1816,>sp|Q08561|IES4_YEAST Ino eighty subunit 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IES4 PE=1 SV=1,NaN,1,NaN,0,1,1
1817,>sp|Q08816|YO352_YEAST Uncharacterized protein YOR352W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YOR352W PE=1 SV=1,NaN,NaN,1,0,1,1
1818,>sp|Q12000|TMA46_YEAST Translation machinery-associated protein 46 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TMA46 PE=1 SV=2,1,NaN,NaN,0,1,1
1819,>sp|Q12192|RFM1_YEAST Repression factor of MSEs protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RFM1 PE=1 SV=1,NaN,1,NaN,0,1,1
1820,>sp|Q12213|RL7B_YEAST 60S ribosomal protein L7-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL7B PE=1 SV=3,NaN,NaN,1,0,1,1
1821,>sp|Q12330|RUXE_YEAST Small nuclear ribonucleoprotein E OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SME1 PE=1 SV=1,NaN,1,NaN,0,1,1
1822,>sp|Q12354|APTH1_YEAST Acyl-protein thioesterase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YLR118C PE=1 SV=1,NaN,1,NaN,0,1,1
1823,>sp|Q12416|WHI5_YEAST G1-specific transcriptional repressor WHI5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=WHI5 PE=1 SV=1,NaN,1,NaN,0,1,1
1824,>sp|Q12466|TCB1_YEAST Tricalbin-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TCB1 PE=1 SV=1,NaN,NaN,1,0,1,1
1825,>sp|Q12493|NKP1_YEAST Central kinetochore subunit NKP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NKP1 PE=1 SV=2,1,NaN,NaN,0,1,1
1826,>sp|Q12672|RL21B_YEAST 60S ribosomal protein L21-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL21B PE=1 SV=1,1,NaN,NaN,0,1,1
1827,>sp|Q3E705|EFG1P_YEAST rRNA-processing protein EFG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=EFG1 PE=1 SV=2,NaN,NaN,1,0,1,1
1828,>sp|Q3E764|TMA7_YEAST Translation machinery-associated protein 7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TMA7 PE=1 SV=1,NaN,NaN,1,0,1,1
1829,>sp|Q3E792|RS25A_YEAST 40S ribosomal protein S25-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPS25A PE=1 SV=1,1,NaN,NaN,0,1,1
1830,>sp|Q99216|PNO1_YEAST Pre-rRNA-processing protein PNO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PNO1 PE=1 SV=1,1,NaN,NaN,0,1,1
1831,>tr|A0A0B4VIV5|A0A0B4VIV5_YEASX Glucose-repressible alcohol dehydrogenase II (Fragment) OS=Saccharomyces cerevisiae GN=ADH2 PE=3 SV=1,NaN,1,NaN,0,1,1
1832,>tr|A2NY35|A2NY35_YEASX ORF 109 protein OS=Saccharomyces cerevisiae GN=ORF 109 PE=4 SV=1,NaN,1,NaN,0,1,1
1833,>tr|A6ZM88|A6ZM88_YEAS7 C3HC4 zinc-binding integral peroxisomal membrane protein OS=Saccharomyces cerevisiae (strain YJM789) GN=PEX12 PE=4 SV=1,NaN,NaN,1,0,1,1
1834,>tr|A6ZYC7|A6ZYC7_YEAS7 Sin3p binding protein OS=Saccharomyces cerevisiae (strain YJM789) GN=STB3 PE=4 SV=1,NaN,NaN,1,0,1,1
1835,>tr|A6ZYT7|A6ZYT7_YEAS7 Multicopy suppressor of snf1 mutation OS=Saccharomyces cerevisiae (strain YJM789) GN=MSN5 PE=4 SV=1,NaN,1,NaN,0,1,1
1836,>tr|A7A0F1|A7A0F1_YEAS7 Pas domain-containing serine/threonine protein kinase OS=Saccharomyces cerevisiae (strain YJM789) GN=PSK1 PE=4 SV=1,NaN,1,NaN,0,1,1
1837,>tr|B3LFQ5|B3LFQ5_YEAS1 Uncharacterized protein OS=Saccharomyces cerevisiae (strain RM11-1a) GN=SCRG_00135 PE=4 SV=1,NaN,NaN,1,0,1,1
1838,>tr|B3LH38|B3LH38_YEAS1 26S proteasome regulatory subunit RPN5 OS=Saccharomyces cerevisiae (strain RM11-1a) GN=SCRG_00643 PE=4 SV=1,NaN,1,NaN,0,1,1
1839,>tr|B3LJ09|B3LJ09_YEAS1 RNA polymerase II holoenzyme complex component OS=Saccharomyces cerevisiae (strain RM11-1a) GN=SCRG_01353 PE=4 SV=1,NaN,NaN,1,0,1,1
1840,>tr|B3LK28|B3LK28_YEAS1 Protein NUD1 OS=Saccharomyces cerevisiae (strain RM11-1a) GN=SCRG_01746 PE=4 SV=1,NaN,NaN,1,0,1,1
1841,>tr|B3LN64|B3LN64_YEAS1 Increased sodium tolerance protein 2 OS=Saccharomyces cerevisiae (strain RM11-1a) GN=SCRG_02878 PE=4 SV=1,NaN,1,NaN,0,1,1
1842,>tr|B3LPE5|B3LPE5_YEAS1 Uncharacterized protein OS=Saccharomyces cerevisiae (strain RM11-1a) GN=SCRG_03435 PE=4 SV=1,NaN,NaN,1,0,1,1
1843,>tr|B3LSR3|B3LSR3_YEAS1 Uncharacterized protein OS=Saccharomyces cerevisiae (strain RM11-1a) GN=SCRG_04861 PE=4 SV=1,1,NaN,NaN,0,1,1
1844,>tr|B5VIK7|B5VIK7_YEAS6 YGL122Cp-like protein OS=Saccharomyces cerevisiae (strain AWRI1631) GN=AWRI1631_71340 PE=4 SV=1,NaN,1,NaN,0,1,1
1845,>tr|B5VNW8|B5VNW8_YEAS6 YLR430Wp-like protein (Fragment) OS=Saccharomyces cerevisiae (strain AWRI1631) GN=AWRI1631_124570 PE=4 SV=1,NaN,1,NaN,0,1,1
1846,>tr|B5VPF6|B5VPF6_YEAS6 YMR028Wp-like protein OS=Saccharomyces cerevisiae (strain AWRI1631) GN=AWRI1631_131690 PE=4 SV=1,NaN,1,NaN,0,1,1
1847,>tr|B5VPX6|B5VPX6_YEAS6 Mevalonate kinase (Fragment) OS=Saccharomyces cerevisiae (strain AWRI1631) GN=AWRI1631_133450 PE=3 SV=1,1,NaN,NaN,0,1,1
1848,>tr|B5VR10|B5VR10_YEAS6 YNL027Wp-like protein OS=Saccharomyces cerevisiae (strain AWRI1631) GN=AWRI1631_142890 PE=4 SV=1,1,NaN,NaN,0,1,1
1849,>tr|B5VR16|B5VR16_YEAS6 YNL021Wp-like protein (Fragment) OS=Saccharomyces cerevisiae (strain AWRI1631) GN=AWRI1631_142950 PE=4 SV=1,1,NaN,NaN,0,1,1
1850,>tr|B5VS82|B5VS82_YEAS6 YOR197Wp-like protein OS=Saccharomyces cerevisiae (strain AWRI1631) GN=AWRI1631_153500 PE=4 SV=1,1,NaN,NaN,0,1,1
1851,>tr|B5VSU5|B5VSU5_YEAS6 YPL237Wp-like protein (Fragment) OS=Saccharomyces cerevisiae (strain AWRI1631) GN=AWRI1631_160350 PE=4 SV=1,NaN,1,NaN,0,1,1
1852,>tr|B5VTC4|B5VTC4_YEAS6 Plasma membrane ATPase (Fragment) OS=Saccharomyces cerevisiae (strain AWRI1631) GN=AWRI1631_162290 PE=3 SV=1,NaN,NaN,1,0,1,1
1853,>tr|C7GK50|C7GK50_YEAS2 Boi1p OS=Saccharomyces cerevisiae (strain JAY291) GN=BOI1 PE=4 SV=1,NaN,1,NaN,0,1,1
1854,>tr|C7GKS2|C7GKS2_YEAS2 Kre2p OS=Saccharomyces cerevisiae (strain JAY291) GN=KRE2 PE=4 SV=1,1,NaN,NaN,0,1,1
1855,>tr|C7GLL0|C7GLL0_YEAS2 YNR047W-like protein OS=Saccharomyces cerevisiae (strain JAY291) GN=C1Q_01160 PE=4 SV=1,1,NaN,NaN,0,1,1
1856,>tr|C7GMQ1|C7GMQ1_YEAS2 60S ribosomal protein L27 OS=Saccharomyces cerevisiae (strain JAY291) GN=RPL27A PE=3 SV=1,NaN,NaN,1,0,1,1
1857,>tr|C7GPG7|C7GPG7_YEAS2 Psr1p OS=Saccharomyces cerevisiae (strain JAY291) GN=PSR1 PE=4 SV=1,NaN,1,NaN,0,1,1
1858,>tr|C7GSK8|C7GSK8_YEAS2 Peptidylprolyl isomerase OS=Saccharomyces cerevisiae (strain JAY291) GN=FPR4 PE=4 SV=1,NaN,NaN,1,0,1,1
1859,>tr|C7GSR6|C7GSR6_YEAS2 Hot1p OS=Saccharomyces cerevisiae (strain JAY291) GN=HOT1 PE=4 SV=1,NaN,1,NaN,0,1,1
1860,>tr|C7GV90|C7GV90_YEAS2 YML108W-like protein OS=Saccharomyces cerevisiae (strain JAY291) GN=C1Q_04390 PE=4 SV=1,1,NaN,NaN,0,1,1
1861,>tr|C7GWJ3|C7GWJ3_YEAS2 Sim1p OS=Saccharomyces cerevisiae (strain JAY291) GN=SIM1 PE=4 SV=1,NaN,1,NaN,0,1,1
1862,>tr|C8Z3U4|C8Z3U4_YEAS8 Boi1p OS=Saccharomyces cerevisiae (strain Lalvin EC1118 / Prise de mousse) GN=EC1118_1B15_0265g PE=4 SV=1,1,NaN,NaN,0,1,1
1863,>tr|C8Z4Z8|C8Z4Z8_YEAS8 Vps41p OS=Saccharomyces cerevisiae (strain Lalvin EC1118 / Prise de mousse) GN=EC1118_1D0_3290g PE=4 SV=1,1,NaN,NaN,0,1,1
1864,>tr|C8Z7P8|C8Z7P8_YEAS8 Rpl22bp OS=Saccharomyces cerevisiae (strain Lalvin EC1118 / Prise de mousse) GN=EC1118_1F14_0452g PE=4 SV=1,NaN,1,NaN,0,1,1
1865,>tr|C8ZBM9|C8ZBM9_YEAS8 Acf4p OS=Saccharomyces cerevisiae (strain Lalvin EC1118 / Prise de mousse) GN=EC1118_1J19_0276g PE=4 SV=1,1,NaN,NaN,0,1,1
1866,>tr|C8ZBP5|C8ZBP5_YEAS8 EC1118_1J19_0452p OS=Saccharomyces cerevisiae (strain Lalvin EC1118 / Prise de mousse) GN=EC1118_1J19_0452g PE=4 SV=1,NaN,NaN,1,0,1,1
1867,>tr|C8ZEP5|C8ZEP5_YEAS8 Ccs1p OS=Saccharomyces cerevisiae (strain Lalvin EC1118 / Prise de mousse) GN=EC1118_1M3_2036g PE=4 SV=1,NaN,1,NaN,0,1,1
1868,>tr|C8ZFC7|C8ZFC7_YEAS8 Tps3p OS=Saccharomyces cerevisiae (strain Lalvin EC1118 / Prise de mousse) GN=EC1118_1M3_4676g PE=4 SV=1,NaN,1,NaN,0,1,1
1869,>tr|D5MS19|D5MS19_YEASX Invertase OS=Saccharomyces cerevisiae GN=SUC2 PE=3 SV=1,1,NaN,NaN,0,1,1
1870,>tr|E7KQK3|E7KQK3_YEASL Mog1p OS=Saccharomyces cerevisiae (strain Lalvin QA23) GN=QA23_2687 PE=4 SV=1,1,NaN,NaN,0,1,1
1871,>tr|E7KQU3|E7KQU3_YEASL Dph2p OS=Saccharomyces cerevisiae (strain Lalvin QA23) GN=QA23_2782 PE=3 SV=2,NaN,1,NaN,0,1,1
1872,>tr|E7LRH9|E7LRH9_YEASV Hsp26p OS=Saccharomyces cerevisiae (strain VIN 13) GN=VIN13_0232 PE=3 SV=2,NaN,1,NaN,0,1,1
1873,>tr|E7LSR0|E7LSR0_YEASV Nbp2p OS=Saccharomyces cerevisiae (strain VIN 13) GN=VIN13_0881 PE=4 SV=1,NaN,NaN,1,0,1,1
1874,>tr|E7LT90|E7LT90_YEASV Eukaryotic translation initiation factor 3 subunit G OS=Saccharomyces cerevisiae (strain VIN 13) GN=TIF35 PE=3 SV=1,NaN,1,NaN,0,1,1
1875,>tr|E7LUU3|E7LUU3_YEASV Enp2p OS=Saccharomyces cerevisiae (strain VIN 13) GN=VIN13_1884 PE=4 SV=1,NaN,1,NaN,0,1,1
1876,>tr|E7LVG2|E7LVG2_YEASV Fur1p OS=Saccharomyces cerevisiae (strain VIN 13) GN=VIN13_2175 PE=4 SV=1,NaN,NaN,1,0,1,1
1877,>tr|E7LVL4|E7LVL4_YEASV Vhs2p OS=Saccharomyces cerevisiae (strain VIN 13) GN=VIN13_2283 PE=4 SV=1,NaN,NaN,1,0,1,1
1878,>tr|E7LXK9|E7LXK9_YEASV Srn2p OS=Saccharomyces cerevisiae (strain VIN 13) GN=VIN13_3192 PE=4 SV=1,NaN,NaN,1,0,1,1
1879,>tr|E7LYW7|E7LYW7_YEASV 1-3-beta-glucanosyltransferase OS=Saccharomyces cerevisiae (strain VIN 13) GN=VIN13_3784 PE=3 SV=1,NaN,1,NaN,0,1,1
1880,>tr|E7LZ88|E7LZ88_YEASV YNL195C-like protein OS=Saccharomyces cerevisiae (strain VIN 13) GN=VIN13_3999 PE=4 SV=1,NaN,NaN,1,0,1,1
1881,>tr|E7LZA0|E7LZA0_YEASV Prefoldin subunit 4 OS=Saccharomyces cerevisiae (strain VIN 13) GN=VIN13_4035 PE=3 SV=1,1,NaN,NaN,0,1,1
1882,>tr|E7M0P0|E7M0P0_YEASV Ribosome biogenesis protein YTM1 OS=Saccharomyces cerevisiae (strain VIN 13) GN=YTM1 PE=3 SV=1,NaN,1,NaN,0,1,1
1883,>tr|E7M0S2|E7M0S2_YEASV Cot1p OS=Saccharomyces cerevisiae (strain VIN 13) GN=VIN13_4642 PE=4 SV=1,1,NaN,NaN,0,1,1
1884,>tr|E7M0U1|E7M0U1_YEASV YOR352W-like protein OS=Saccharomyces cerevisiae (strain VIN 13) GN=VIN13_4672 PE=4 SV=1,1,NaN,NaN,0,1,1
1885,>tr|E7NEN9|E7NEN9_YEASO Hek2p OS=Saccharomyces cerevisiae (strain FostersO) GN=FOSTERSO_0130 PE=4 SV=1,NaN,NaN,1,0,1,1
1886,>tr|E7NIP8|E7NIP8_YEASO Kel1p OS=Saccharomyces cerevisiae (strain FostersO) GN=FOSTERSO_2175 PE=4 SV=1,NaN,1,NaN,0,1,1
1887,>tr|E7NLE0|E7NLE0_YEASO YMR010W-like protein (Fragment) OS=Saccharomyces cerevisiae (strain FostersO) GN=FOSTERSO_3545 PE=4 SV=1,NaN,NaN,1,0,1,1
1888,>tr|E7Q0N0|E7Q0N0_YEASB Tip1p OS=Saccharomyces cerevisiae (strain FostersB) GN=FOSTERSB_0217 PE=4 SV=1,NaN,1,NaN,0,1,1
1889,>tr|E7Q1A8|E7Q1A8_YEASB Prd1p OS=Saccharomyces cerevisiae (strain FostersB) GN=FOSTERSB_0423 PE=3 SV=1,NaN,NaN,1,0,1,1
