,Accession Number,Particle Size,Particle Charge,Solvent Conditions,Average Predicted Value,True Value,% Error Difference,Min,Max,Standard Deviation
2763,P47018,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.00020336991386848066,0.000116,0.753188912659316,0.00018194994996825365,0.0002663843460000019,2.9909567802537577e-05
2764,P40563,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.00032816120851746023,0.000755,0.5653493926921057,0.00018533934565079268,0.0004108453507619053,8.98759096696988e-05
2765,P25451,10 nm,Negative,10 mM NaPi pH 7.4,0.0009747601994961022,0.000559,0.7437570652881971,0.0009426220052222228,0.001017831975238092,2.491397277052546e-05
2766,P47006,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0010875425915714365,0.00103,0.055866593758676135,0.001045202303428577,0.0011695493058095365,3.594719847878399e-05
2767,Q12443,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.000520099213238098,0.000557,0.06624916833375588,0.0004964109060952409,0.0005442733419365094,1.616282019757172e-05
2768,Q04728,10 nm,Negative,10 mM NaPi pH 7.4,0.0016276428943832197,0.00026,5.2601649783969995,0.0015407084602857145,0.001786694017650793,0.00010286596783380256
2769,P33327,10 nm,Negative,10 mM NaPi pH 7.4,7.716403906031757e-05,2.32e-05,2.3260361663929987,5.779921569841284e-05,8.997273695238127e-05,9.550070701468372e-06
2770,Q08977,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.00024708350600793525,0.000436,0.4332947109909742,0.00018451474152380928,0.00028578749114285487,4.6133016566067596e-05
2771,Q04279,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0005439986365126994,7.47e-05,6.282444933235601,0.0004567371072380966,0.0006884359236190477,0.0001064730713818774
2772,P25619,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0008969253122997708,0.000116,6.732114761204921,0.0006192914915873016,0.0010638396531745965,0.0002006495849146046
2773,Q12109,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.00019819485825674652,5.94e-05,2.3366137753661027,0.0001437636619047622,0.00033467197971428424,7.345423229626534e-05
2774,P00549,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.008181095309575462,0.00555,0.4740712269505336,0.006946355014127005,0.009874170951523825,0.0012252280184625382
2775,P06169,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.00914746239517464,0.00532,0.7194478186418496,0.007715943746761922,0.009985422300476268,0.0007115245323776019
2776,P02994,10 nm,Negative,10 mM NaPi pH 7.4,0.0022854994178186194,0.00286,0.2008743294340492,0.0020737417958412744,0.0024869182334286105,0.00013324024200311578
2777,Q00955,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.00011405889945668941,2.48e-05,3.599149171640702,0.00010555966334761961,0.0001311092008285712,8.980444544015318e-06
2778,P0CX55,10 nm,Negative,10 mM NaPi pH 7.4,0.0026622690444285855,0.00618,0.5692121287332386,0.002601509272380971,0.0027618610508889077,6.97967708201718e-05
2779,P26321,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0018664243884364891,0.00136,0.37237087385035955,0.001218288235873006,0.0023565405609523586,0.000463058522695399
2780,P15019,10 nm,Positive,10 mM NaPi pH 7.4,0.0018233409808860097,0.00291,0.37342234333814095,0.0015118709302539687,0.002297155711428585,0.0002688384671440667
2781,P15019,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.001395751645612708,0.001,0.395751645612708,0.0011898450341904841,0.00190941319761905,0.00020815723635999502
2782,P07245,100 nm,Negative,10 mM NaPi pH 7.4,0.00040973958947599124,0.000261,0.569883484582342,0.00036915562998412923,0.00048274084504761874,3.83849656485516e-05
2783,P39526,100 nm,Negative,10 mM NaPi pH 7.4,5.573064904013616e-05,1.13e-05,3.931915844259837,4.785305224444461e-05,6.267001404126989e-05,5.234918349043812e-06
2784,P40825,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.00021068439764346865,0.000287,0.2659080221481928,0.00016212741341904696,0.0002361174563492077,2.3125554152744447e-05
2785,P34760,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0023155901922675744,0.00276,0.1610180462798643,0.002105518946190475,0.0024545371063492004,0.00011500721777414013
2786,Q06706,100 nm,Negative,10 mM NaPi pH 7.4,0.00015244828545731606,5.9e-05,1.5838692450392553,0.00010162328566349252,0.0002001814497841264,4.273584020665643e-05
2787,P07251,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0002737007017500002,0.000241,0.1356875591286316,0.0002375666615238087,0.00031928286457142785,2.2956925760266293e-05
2788,P0C2H6,100 nm,Negative,10 mM NaPi pH 7.4,0.004744045812380965,0.00611,0.22356042350557034,0.004388774658095248,0.0051771503961905,0.0003005278740130588
2789,P31787,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0036693763427513375,0.0059,0.3780718063133326,0.0019576074095238013,0.004746773461428622,0.0010934938803032275
2790,P25491,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.00038915094617529436,0.000118,2.2978893743669015,0.00035954922980952105,0.0004265450937142861,2.6978039858088423e-05
2791,P54839,100 nm,Negative,10 mM NaPi pH 7.4,0.0005965373092949266,0.00071,0.15980660662686388,0.000409451589746032,0.0006931254983809598,0.00012475897848961102
2792,P15624,10 nm,Negative,10 mM NaPi pH 7.4,0.0003126875291590706,0.00047,0.3347073847679349,0.00027521123380952353,0.0003642087279047607,3.193529228157412e-05
2793,Q3E772,10 nm,Negative,10 mM NaPi pH 7.4,0.005685593648479762,0.000967,4.879621146307923,0.0039020710800000474,0.007747218594063497,0.0011567078131421971
2794,P39958,10 nm,Positive,10 mM NaPi pH 7.4,0.0002922715999872994,0.000204,0.43270392150636966,0.0002527926330158709,0.00038083509847618814,3.859091077972546e-05
2795,P11633,10 nm,Positive,10 mM NaPi pH 7.4,0.0016691727564634882,0.00223,0.25149203746031923,0.0011359230915873092,0.0021929885971428407,0.00024266198358492404
2796,Q12178,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.001639393228829906,0.00152,0.07854817686178023,0.0014294692771428309,0.0017612434153333055,0.00012035887045128112
2797,P24031,10 nm,Positive,10 mM NaPi pH 7.4,0.0001281969276190477,5.88e-05,1.1802198574667977,9.965945500000061e-05,0.00018684885085714248,3.4110401667193427e-05
2798,P14843,100 nm,Negative,10 mM NaPi pH 7.4,0.00046767294063492046,0.000643,0.2726703878150537,0.00046509213228571386,0.00047126114847618973,2.7240789336411447e-06
2799,P15703,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0007518108059400355,0.00229,0.6716983380174517,0.0004481485122857142,0.0009461540293333364,0.00017909661433770105
2800,Q08412,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0013579902289444314,0.0022,0.3827317141161676,0.0011001481597142785,0.0015279686432380778,0.00014157683374205784
2801,P32481,100 nm,Negative,10 mM NaPi pH 7.4,0.00024354046539797872,2.17e-05,10.223062921565841,0.00016207643926983948,0.00046340992411111193,9.300704140049902e-05
2802,P18899,10 nm,Positive,10 mM NaPi pH 7.4,0.0002773549629323304,0.00193,0.8562927653200361,0.00015692040888888828,0.00042388870120634687,7.973875273330314e-05
2803,Q3E841,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.004865317408705446,0.01,0.5134682591294554,0.0035711530642856836,0.007545337117142866,0.0016255596308859075
2804,P10659,100 nm,Negative,10 mM NaPi pH 7.4,0.000538697839689843,0.000453,0.18917845406146364,0.0004733013201904775,0.0007627637164444473,8.139071719013316e-05
2805,P32478,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.00024264307099360882,0.000289,0.1604045986380317,0.00016484397328571254,0.0003240012756507945,7.122889643870784e-05
2806,P00729,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.00012694269156103845,9.14e-05,0.38886971073346227,8.504726552380882e-05,0.0002468529795079373,5.1681666256249866e-05
2807,Q3E7X9,10 nm,Positive,10 mM NaPi pH 7.4,0.003124589041724097,0.00175,0.7854794524137696,0.0028142516787012964,0.003508727336190485,0.0002769719980875442
2808,P32905,100 nm,Negative,10 mM NaPi pH 7.4,0.0009694861255198389,0.00242,0.5993858985455212,0.0009446775576190458,0.0010568801860952326,3.811368468221545e-05
2809,P25386,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,4.102227935767193e-05,2.1e-05,0.953441874174854,2.9334161285714233e-05,7.865685557142804e-05,1.4723054934688181e-05
2810,Q3E731,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.003229715497388893,0.000977,2.3057476943591535,0.001635398508793654,0.0044977472674920735,0.0009551165810190293
2811,Q04432,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.001088392834711685,0.000449,1.4240374937899445,0.0009085895246031761,0.0014205242478730123,0.00015036821932928873
2812,P32432,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.00015366982105895774,0.000114,0.3479808864820854,0.00014113002801587475,0.00016222600390476284,7.30555968043071e-06
2813,Q04438,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0035391579532900418,0.00381,0.0710871513674431,0.003045641481809524,0.004662751650476204,0.0005564216226733702
2814,P40093,10 nm,Negative,10 mM NaPi pH 7.4,0.0005978759687162704,0.000226,1.6454688881250905,0.0005183064950476188,0.0006703498989523814,3.6659124113758214e-05
2815,P38922,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.00019628753394603074,0.000113,0.7370578225312455,0.00015039306769841187,0.0003039802800285712,5.42825378711472e-05
2816,P10964,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,2.339016813108476e-05,1.62e-05,0.4438375389558493,1.3961058850793739e-05,4.546101840952368e-05,1.0883907714571943e-05
2817,P21306,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0016486427344377247,0.00105,0.5701359375597379,0.0012832381023809684,0.0025213994115238078,0.0003649487753379734
2818,P33299,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0003221693856250668,2.61e-05,11.343654621650069,0.0002939809259142854,0.0003507541758548337,2.045127741179508e-05
2819,Q04341,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.001220345682276641,0.000297,3.108908021133472,0.0008240415690476237,0.0019125727694761807,0.0003348814007426439
2820,P38222,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.00048303737550569264,4.2e-05,10.500889892992683,0.000398130041857143,0.0005874860186730162,7.405061474125668e-05
2821,P19097,100 nm,Negative,10 mM NaPi pH 7.4,0.00032152709374920377,0.000884,0.6362815681570093,0.0001294951339523809,0.00042562439214285366,0.00014544229800375817
2822,P39954,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0022500152596044544,0.00267,0.15729765557885603,0.0016611541522857244,0.0026955582970920734,0.00033002841991210797
2823,P32454,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0001408798970980162,0.000195,0.2775389892409425,0.00013365287317460402,0.0001603734052190477,9.628063399289958e-06
2824,P48589,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0029946540193214423,0.00233,0.2852592357602756,0.002797719734920649,0.003315547313809527,0.00016825936610933694
2825,Q05775,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0019444900778201213,0.00111,0.7517928629010101,0.0017694249117142953,0.002155101989523836,0.0001328531437598483
2826,P0CX41,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.001213888518515869,0.000608,0.9965271686116264,0.001031599158285713,0.0013466703066666672,0.00014942205850455517
2827,Q12074,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.001320689333193649,0.00144,0.0828546297266327,0.0011858012687619036,0.0014387349314285702,7.649838002204253e-05
2828,P48510,10 nm,Negative,10 mM NaPi pH 7.4,0.0009220347997800413,0.000171,4.392016372982697,0.000609881126412701,0.0015093920888571337,0.0003842423518217908
2829,P41921,100 nm,Negative,10 mM NaPi pH 7.4,0.00040647853760605976,0.00016,1.5404908600378735,0.0003977851148253964,0.00041639447807503496,8.323573166298353e-06
2830,P47176,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.00043023723609352893,7.18e-05,4.992162062583969,0.00035732559271428615,0.0005213808622190481,5.911525110286636e-05
2831,P09440,10 nm,Negative,10 mM NaPi pH 7.4,0.0002622658727201224,2.6e-05,9.087148950773937,0.0002069276430000003,0.00040533531893333514,7.36159337383194e-05
2832,P50095,10 nm,Positive,10 mM NaPi pH 7.4,0.0009698440141534307,0.000632,0.5345633135339094,0.0008326857531269809,0.0011135754333333225,0.00014056015764678064
2833,P53141,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0007392992676000001,0.000162,3.563575725925926,0.0005856579781269817,0.0008178830038095254,9.074055790925931e-05
2834,P06208,10 nm,Negative,10 mM NaPi pH 7.4,0.0002965897436920627,0.000123,1.4112987292037613,0.00022930291751428565,0.0004642518607682513,0.00011218001325590566
2835,P40150,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0041201655307182535,0.00396,0.04044584109046806,0.0039865879156709624,0.004333831150476136,9.988632892021192e-05
2836,Q12189,10 nm,Negative,10 mM NaPi pH 7.4,0.0004573202885698409,0.000345,0.3255660538256259,0.0002731723854285724,0.000885428182095233,0.00021715435411016307
2837,P00427,10 nm,Positive,10 mM NaPi pH 7.4,0.00419622760695945,0.000973,3.3126696885503084,0.0016319368720000074,0.00658461467380957,0.0020175535189997573
2838,P16649,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0001204559626587304,0.000182,0.3381540513256572,6.026067638095266e-05,0.00016024158031746066,4.415162111349378e-05
2839,P40357,10 nm,Positive,10 mM NaPi pH 7.4,0.000254546928943491,1.96e-05,11.987088211402604,0.00019198663885714172,0.00030860984657142754,3.711376486550567e-05
2840,P32481,10 nm,Negative,10 mM NaPi pH 7.4,0.0001267881594409528,4.84e-05,1.6195900710940665,7.065583560000001e-05,0.0003731637357619072,9.10050525296421e-05
2841,Q12335,10 nm,Negative,10 mM NaPi pH 7.4,0.0025820395960346482,0.000449,4.750644980032623,0.0023159078165714566,0.003148304685714288,0.0002497320409032924
2842,Q08969,10 nm,Positive,10 mM NaPi pH 7.4,0.0008273704195396819,0.000793,0.043342269280809455,0.0006985672407619018,0.0010584061268571413,0.00016106315662683626
2843,P34730,100 nm,Negative,10 mM NaPi pH 7.4,0.0021515981805484926,0.00137,0.5705096208383159,0.0019254820551428543,0.0028241889559524067,0.00027751665180457104
2844,P19211,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0027551598967513547,0.00365,0.24516167212291654,0.00246654044552384,0.003060201802000036,0.00019190096175449587
2845,Q04839,10 nm,Positive,10 mM NaPi pH 7.4,0.0025767910582525267,0.000556,3.6345162918210914,0.0016737903864761814,0.0037317960212857196,0.0005273616016088094
2846,P32432,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.00017818860942063578,0.000178,0.0010596034867179059,0.0001729972220793659,0.00018337999676190566,7.341730385555871e-06
2847,P53191,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.00011507024679365087,4.03e-05,1.8553411115049847,8.330511089841266e-05,0.00023192051280952422,5.748580289415993e-05
2848,P32911,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0019338792593804716,0.00134,0.44319347714960566,0.0018275612616190423,0.002231498565333341,0.00015446639253846988
2849,P43621,10 nm,Negative,10 mM NaPi pH 7.4,0.0003378020396926417,9.3e-05,2.6322799966950723,0.00027756535038095316,0.00042861941339682544,4.649216358197993e-05
2850,P26263,10 nm,Negative,10 mM NaPi pH 7.4,0.0024053678671428443,0.00172,0.39846969019932815,0.001861694485999983,0.00387957833190475,0.0007336567479391188
2851,P0CS90,100 nm,Negative,10 mM NaPi pH 7.4,0.0012366430998594137,0.00312,0.6036400320963418,0.0011792964271428589,0.001355185797111121,5.682066463460074e-05
2852,P0CX82,10 nm,Positive,10 mM NaPi pH 7.4,0.0031144717922539883,0.00246,0.2660454440056863,0.002228334410476188,0.003444773078412717,0.0005049384316354621
2853,P15891,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0009289932306907184,0.00011,7.445393006279258,0.0007197417264761895,0.001164313290000007,0.00014542131642271435
2854,P00924,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.011648941685260632,0.0123,0.05293157030401364,0.010465147257142645,0.013385401175238064,0.0010477317142963652
2855,P05319,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0034563826053968373,0.00508,0.3196097233470793,0.0025431895914285498,0.0038551690123809863,0.0003930238049090532
2856,P34760,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0027649315805291074,0.0025,0.10597263221164294,0.002729270446825401,0.0028292246633333396,5.5790256599161684e-05
2857,P19882,10 nm,Negative,10 mM NaPi pH 7.4,0.0006032532529873367,0.000889,0.32142491227521186,0.0005171935414444453,0.000712093804571435,6.081515135390285e-05
2858,P02293,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0017492500698214376,0.00109,0.6048165778178326,0.00164374766380954,0.0019183764844444514,0.00010426975510552683
2859,Q3E792,100 nm,Negative,10 mM NaPi pH 7.4,0.005685501904169344,0.00242,1.3493809521360929,0.0047701356737143335,0.007141418080634959,0.000995272409860234
2860,P32497,10 nm,Negative,10 mM NaPi pH 7.4,4.5743293250441046e-05,9.4e-05,0.5133692207399888,3.289203848888888e-05,5.701337557142887e-05,7.53863614733171e-06
2861,P04037,10 nm,Negative,10 mM NaPi pH 7.4,0.005987133837582029,0.00181,2.30780875004532,0.00372978414628572,0.007962909176857153,0.001958912473892187
2862,P16547,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0015736393109999879,0.00329,0.5216901790273593,0.0015583052065714163,0.0015889734154285592,2.16856984497311e-05
2863,P38788,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0002526096025971786,8.85e-05,1.8543457920585154,0.00023029862857142872,0.00029794519907936414,2.047912631636988e-05
2864,P48570,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0003538194182515424,5.63e-05,5.284536736261854,0.00028782657771428606,0.0004773659136450176,8.272162174226406e-05
2865,P22217,100 nm,Negative,10 mM NaPi pH 7.4,0.002003403652670656,0.00273,0.26615250817924674,0.0018495605225397056,0.0021435847800000273,0.00011524157269151249
2866,P12385,100 nm,Negative,10 mM NaPi pH 7.4,0.00034406578727380616,0.0002,0.7203289363690307,0.0003246619881904737,0.000351272058222219,1.2946926349057958e-05
2867,P16550,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.00029533059414686534,7.75e-05,2.810717343830521,0.00027171959313131253,0.0003273598879682529,1.7895040461139692e-05
2868,P0CX33,100 nm,Negative,10 mM NaPi pH 7.4,0.006416743992386283,0.00551,0.1645633380011403,0.005889305291428623,0.006964755888571463,0.0003998519238329187
2869,P04911,10 nm,Negative,10 mM NaPi pH 7.4,0.001130914804071429,0.000964,0.17314813700355705,0.0008919616062857162,0.0017967078080952444,0.000331683986326419
2870,P07267,100 nm,Negative,10 mM NaPi pH 7.4,0.0004967208024945067,9.84e-05,4.047975635106775,0.0003690204884761898,0.0008855042173333411,0.0001459479345474617
2871,P40357,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.00013210094761269874,0.000236,0.44025022198009006,9.033186952380989e-05,0.00023141864341904835,5.119414791892096e-05
2872,P51402,100 nm,Negative,10 mM NaPi pH 7.4,0.0032054828351476923,0.00256,0.25214173247956717,0.001605362985714293,0.0037510948892063014,0.0005819506207523009
2873,Q12335,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0012943018807720075,0.00408,0.682769146869606,0.0008527159333333283,0.001592764676666675,0.00022410729892862494
2874,P17695,10 nm,Positive,10 mM NaPi pH 7.4,0.0020609267907622207,9.03e-05,21.823109532250506,0.0015906002990476152,0.0027470182076190603,0.000402714290887756
2875,P17695,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.003084526002830677,0.00308,0.0014694814385315005,0.0027040982475079276,0.003541559597142838,0.00028034841225784937
2876,Q05905,10 nm,Negative,10 mM NaPi pH 7.4,0.00045714870255651914,0.000157,1.91177517551923,0.0003357449649841251,0.0005190984040952414,7.709912744591638e-05
2877,P32445,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0012382827035238078,0.00255,0.5143989397945852,0.0011088881369841234,0.0013242969342857113,7.612183800975707e-05
2878,P33338,100 nm,Negative,10 mM NaPi pH 7.4,5.803227160432899e-05,1.37e-05,3.235932233892627,5.039237914920653e-05,6.568942824126974e-05,4.923767228874398e-06
2879,P39105,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.000258354936923809,0.000406,0.3636577908280566,0.00024069194879682528,0.00028334175598412567,2.078270368208574e-05
